Tweets,tweet_date,User_location,Clean_tweets,Sentiment,hours,date,location,point,latitude,longitude,altitude
"RT @PBNS_India: University of Kashmir decides that there will be no end term exams for current semester &amp; previous semesters, where exams wÂ",2020-05-27 18:52:35,,univers kashmir decid term exam current semest previou semest exam,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @BJP4Odisha: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DoÂ",2020-05-27 18:52:18,"Cuttack Odisha, India",aarogya setu becom world largest contact trace day crore peopl download,Neutral,18.0,2020-05-27,"Cuttack, Cuttack (M.Corp.) P.S, Cuttack, Odisha, 753001, India","(20.4686, 85.8792, 0.0)",20.4686,85.8792,0.0
RT @mygovindia: Glance through to know how you can enhance your immunity with AYUSH KWATH. #IndiaFightsCorona https://t.co/bphbZgOQqG,2020-05-27 18:52:12,,glanc know enhanc immun ayush kwath #indiafightscorona http bphbzgoqqg,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",2020-05-27 18:51:49,"Delhi, India",aarogya setu becom world largest contact trace day crore peopl download,Neutral,18.0,2020-05-27,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","(28.6517178, 77.2219388, 0.0)",28.6517178,77.2219388,0.0
"RT @Sowmyareddyr: Distributed #Rationkits to the residents of Marenahalli Kere and surrounding areas at Sri Chamundeshwari playground,PattaÂ",2020-05-27 18:51:45,,distribut #rationkit resid marenah kere surround area chamundeshwari playground patta,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",2020-05-27 18:51:04,,aarogya setu becom world largest contact trace day crore peopl download,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @PrashantChurhe: #JetAirways, which suspended services more than a year ago due to cash crunch,  writes to Centre offering two of its BoÂ",2020-05-27 18:50:56,,#jetairway suspend servic year cash crunch write centr offer,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @AnkitBhatia016: Wishing You And Your Family A Very Happy #AkshayaTritiya .
May It Brings #Happiness &amp; #Prosperity To You. 

#?????_????Â",2020-05-27 18:50:54,"Shimla Urban, India",wish your famili veri happi #akshayatritiya bring #happi #prosper,Neutral,18.0,2020-05-27,"Shimla (urban), Shimla, Himachal Pradesh, India","(31.09593035, 77.15193561722651, 0.0)",31.09593035,77.15193561722651,0.0
"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

??To beat the heat during #COVID19, here's the AC guidelines for: 

??Residences, Standalone WorksÂ",2020-05-27 18:50:49,"Hathras, India",#indiafightscorona beat heat #covid guidelin resid standalon work,Neutral,18.0,2020-05-27,"Hathras, Uttar Pradesh, India","(27.57324325, 78.11173866751716, 0.0)",27.57324325,78.11173866751716,0.0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",2020-05-27 18:50:13,"Jaitpura, Varanasi",aarogya setu becom world largest contact trace day crore peopl download,Neutral,18.0,2020-05-27,,,,,
"RT @OfficeOfDMAgra: #Agra ??? #Covid19 ?? ?? ?? ??????

1.  New Active Case - 05
2.  Total Active Case -70
3.  Today discharge -09
4.  TotaÂ",2020-05-27 18:49:59,,#agra #covid activ case total activ case today discharg tota,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @digmoradabad: 27.05.2020
Moradabad

Master Magan Mehrotra of class 10th, Moradabad has sent a beautiful picture to appreciate the efforÂ",2020-05-27 18:46:34,Delhi NCR,moradabad master magan mehrotra class moradabad sent beauti pictur appreci effor,Neutral,18.0,2020-05-27,"Delhi, Buenavista Ville Subdivision, Batasan Hills, Quezon City, 2nd District, NCR, Second District, Metro Manila, 1808, Philippines","(14.6719732, 121.0977529, 0.0)",14.6719732,121.0977529,0.0
"RT @sheel47: This is the time. Be helpful to the one who is suffering, to the one needs it. We can't reach to everyone but everyone can atlÂ",2020-05-27 18:46:31,"Navi Mumbai, India",thi time help suffer need reach everyon everyon,Neutral,18.0,2020-05-27,"Navi Mumbai, Thane, Maharashtra, 400706, India","(19.0308262, 73.0198537, 0.0)",19.0308262,73.0198537,0.0
@narendramodi @nsitharaman @RBI why is @HDFCBank_Cares charging me hefty interest on the EMI extension I have optedÂ https://t.co/TtHcqN11ez,2020-05-27 18:45:27,mumbai,charg hefti interest extens opt http tthcqn,Neutral,18.0,2020-05-27,"Mumbai, Mumbai City, Maharashtra, India","(18.9387711, 72.8353355, 0.0)",18.9387711,72.8353355,0.0
"RT @airnewsalerts: Railways has transported 48 lakhs passengers to their home states through #ShramikSpecialTrains.

??3543 trains have beenÂ",2020-05-27 18:44:26,Mumbai,railway transport lakh passeng home state #shramikspecialtrain train,Neutral,18.0,2020-05-27,"Mumbai, Mumbai City, Maharashtra, India","(18.9387711, 72.8353355, 0.0)",18.9387711,72.8353355,0.0
"RT @rsprasad: Do not spit in public places as it can increase the spread of #COVID19.
It is necessary to improve the level of basic hygieneÂ",2020-05-27 18:43:57,Hyderabad,spit public place increas spread #covid necessari improv level basic hygien,Neutral,18.0,2020-05-27,"Hyderabad, Telangana, India","(17.38878595, 78.46106473453146, 0.0)",17.38878595,78.46106473453146,0.0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",2020-05-27 18:43:52,India,aarogya setu becom world largest contact trace day crore peopl download,Neutral,18.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
RT @mygovindia: Take a glance to know how IndiaÂs Recovery Rate of COVID-19 patients is steadily improving. #IndiaFightsCorona https://t.coÂ,2020-05-27 18:43:18,"Mumbai, India",take glanc know india recoveri rate covid patient steadili improv #indiafightscorona http,Neutral,18.0,2020-05-27,"Mumbai, Mumbai City, Maharashtra, India","(18.9387711, 72.8353355, 0.0)",18.9387711,72.8353355,0.0
"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

??To beat the heat during #COVID19, here's the AC guidelines for: 

??Residences, Standalone WorksÂ",2020-05-27 18:43:12,"Mohali, India",#indiafightscorona beat heat #covid guidelin resid standalon work,Neutral,18.0,2020-05-27,"Mohali, Malerkotla Tahsil, Sangrur, Punjab, India","(30.450764, 76.0484147, 0.0)",30.450764,76.0484147,0.0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",2020-05-27 18:43:10,Bharat ,aarogya setu becom world largest contact trace day crore peopl download,Neutral,18.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
"RT @payalmehta100: Here is how doctors and nurses of Sion Hospital in Mumbai clap for a 36 day old baby who recovers from #Covid_19 
#HopeÂ",2020-05-27 18:43:01,Around the world,here doctor nurs sion hospit mumbai clap babi recov #covid #hope,Neutral,18.0,2020-05-27,"Around the World, Whistler Olympic Park, Squamish-Lillooet Regional District, British Columbia, Canada","(50.1312446, -123.1193013, 0.0)",50.1312446,-123.1193013,0.0
Sad to see the current state of Indian Politics. One can have all the power one can have all the money but death wiÂ https://t.co/1Cnl2rL90Q,2020-05-27 18:42:34,,current state indian polit power money death http,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @RailMinIndia: Please do not spit openly.

It may lead to spreading of Covid-19 disease. 

Be a responsible citizen.

#IndiaFightsCoronaÂ",2020-05-27 18:42:27,,pleas spit openli lead spread covid diseas respons citizen #indiafightscorona,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"This is the time. Be helpful to the one who is suffering, to the one needs it. We can't reach to everyone but everyÂ https://t.co/7QGclXEWNL",2020-05-27 18:41:41,India,thi time help suffer need reach everyon everi http qgclxewnl,Neutral,18.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
"RT @mygovindia: Thank You India for letting Setu protect you during this crisis time! Spread the message, encourage more people to downloadÂ",2020-05-27 18:41:41,India,thank india let setu protect crisi time spread messag encourag peopl download,Neutral,18.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
RT @mygovindia: There is no notification issued by the Government for opening Educational Institutions throughout the country. Don't fall fÂ,2020-05-27 18:41:28,India,there notif issu govern open educ institut throughout countri fall,Neutral,18.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
Thank you @Aviralmishrabjp and @mrabhishekbjp1 for organising informative session about Indian Economy and it's curÂ https://t.co/vVHTgJUmXc,2020-05-27 18:40:46,"Kolkata, India",thank organis inform session indian economi http vvhtgjumxc,Neutral,18.0,2020-05-27,"Kolkata, West Bengal, India","(22.54541245, 88.3567751581234, 0.0)",22.54541245,88.3567751581234,0.0
"RT @ManojSharmaBpl: Despite tall claims, no help from governments of @ChouhanShivraj &amp; @mlkhattar to 35 #MigrantWorkers who paid ? 1 lakh tÂ",2020-05-27 18:40:10,Bhonrasa dist DEWAS (M.P.),despit tall claim help govern #migrantwork paid lakh,Neutral,18.0,2020-05-27,,,,,
"RT @ManojSharmaBpl: Fearing #Corona infection, villagers attach mask on nostril of bullocks to transport potable water in the scorching heaÂ",2020-05-27 18:39:27,Bhonrasa dist DEWAS (M.P.),fear #corona infect villag attach mask nostril bullock transport potabl water scorch,Neutral,18.0,2020-05-27,,,,,
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",2020-05-27 18:39:06,"Ghaziabad, Roorkee",aarogya setu becom world largest contact trace day crore peopl download,Neutral,18.0,2020-05-27,,,,,
"RT @payalmehta100: Here is how doctors and nurses of Sion Hospital in Mumbai clap for a 36 day old baby who recovers from #Covid_19 
#HopeÂ",2020-05-27 18:38:45,Hyderabad,here doctor nurs sion hospit mumbai clap babi recov #covid #hope,Neutral,18.0,2020-05-27,"Hyderabad, Telangana, India","(17.38878595, 78.46106473453146, 0.0)",17.38878595,78.46106473453146,0.0
"RT @narendramodi: In a few minutes from now, the #JantaCurfew commences. 

Let us all be a part of this curfew, which will add tremendous sÂ",2020-05-27 18:38:27,India,minut #jantacurfew commenc part curfew tremend,Neutral,18.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
"RT @AmitShah: As #JantaCurfew, peopleÂs movement begins, I pledge to strictly follow PM @narendramodi jiÂs call. I also urge my fellow counÂ",2020-05-27 18:38:20,India,#jantacurfew peopl movement begin pledg strictli follow call also urg fellow coun,Neutral,18.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
RT @narendramodi: Addressing the nation on battling the COVID-19 menace. #IndiaFightsCorona https://t.co/jKyFMOQO5a,2020-05-27 18:38:19,India,address nation battl covid menac #indiafightscorona http jkyfmoqo,Neutral,18.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
"RT @PIBHomeAffairs: #IndiaFightsCorona 
MHA writes to private security agency associations to adopt a humane approach &amp; protect its workersÂ",2020-05-27 18:38:08,India,#indiafightscorona write privat secur agenc associ adopt human approach protect worker,Neutral,18.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
"RT @mygovindia: Thank You India for letting Setu protect you during this crisis time! Spread the message, encourage more people to downloadÂ",2020-05-27 18:37:55,"Deoria, India",thank india let setu protect crisi time spread messag encourag peopl download,Neutral,18.0,2020-05-27,"Deoria, Uttar Pradesh, India","(26.42384715, 83.76273169028727, 0.0)",26.42384715,83.76273169028727,0.0
"RT @RailMinIndia: Please do not spit openly.

It may lead to spreading of Covid-19 disease. 

Be a responsible citizen.

#IndiaFightsCoronaÂ",2020-05-27 18:37:53,"Bengaluru, India",pleas spit openli lead spread covid diseas respons citizen #indiafightscorona,Neutral,18.0,2020-05-27,"Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India","(12.9791198, 77.5912997, 0.0)",12.9791198,77.5912997,0.0
"RT @payalmehta100: Here is how doctors and nurses of Sion Hospital in Mumbai clap for a 36 day old baby who recovers from #Covid_19 
#HopeÂ",2020-05-27 18:37:49,,here doctor nurs sion hospit mumbai clap babi recov #covid #hope,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @HMOIndia: Contribution from MHA to PM-CARES fund-

??Central Armed Police Forces: ?116 crores

??MHA Staff &amp; Central Police OrganizatioÂ",2020-05-27 18:37:30,India,contribut care fund central arm polic forc crore staff central polic organizatio,Neutral,18.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
"RT @payalmehta100: Here is how doctors and nurses of Sion Hospital in Mumbai clap for a 36 day old baby who recovers from #Covid_19 
#HopeÂ",2020-05-27 18:37:29,Some where ,here doctor nurs sion hospit mumbai clap babi recov #covid #hope,Neutral,18.0,2020-05-27,"Some Where, شارع 34, Port Saeed, دبي, 22542, United Arab Emirates","(25.25401995, 55.329551486309114, 0.0)",25.25401995,55.329551486309114,0.0
RT @VidyarthiPatha: Activities to be conducted by Institutions under Dept. of #HigherEducation in digital format as part of #EkBharatShreshÂ,2020-05-27 18:36:38,,activ conduct institut dept #highereduc digit format part #ekbharatshresh,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
"RT @PMuralidharRao: From 1 #Covid19 testing lab to 612 labs, India is steadily moving to defeat corona virus. It has significantly increaseÂ",2020-05-27 18:36:28,Hyderabad,from #covid test lab india steadili move defeat corona viru significantli increas,Neutral,18.0,2020-05-27,"Hyderabad, Telangana, India","(17.38878595, 78.46106473453146, 0.0)",17.38878595,78.46106473453146,0.0
"RT @BJP4India: Aarogya Setu becomes world's largest contact tracing app.

In just 40 days, 11.54 crore people have downloaded the app.

DowÂ",2020-05-27 18:35:28,India,aarogya setu becom world largest contact trace day crore peopl download,Neutral,18.0,2020-05-27,India,"(22.3511148, 78.6677428, 0.0)",22.3511148,78.6677428,0.0
"RT @OfficeOfDMAgra: #Agra ??? #Covid19 ?? ?? ?? ??????

1.  New Active Case - 05
2.  Total Active Case -70
3.  Today discharge -09
4.  TotaÂ",2020-05-27 18:35:24,"Agra, India",#agra #covid activ case total activ case today discharg tota,Neutral,18.0,2020-05-27,"Agra, Uttar Pradesh, 280001, India","(27.1752554, 78.0098161, 0.0)",27.1752554,78.0098161,0.0
RT @mygovindia: Take a glance to know how IndiaÂs Recovery Rate of COVID-19 patients is steadily improving. #IndiaFightsCorona https://t.coÂ,2020-05-27 18:35:18,,take glanc know india recoveri rate covid patient steadili improv #indiafightscorona http,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
RT @mygovindia: India has 10.7 (approx.) cases per lakh population which is amongst the lowest in the World. #IndiaFightsCorona https://t.cÂ,2020-05-27 18:35:04,,india approx case lakh popul amongst lowest world #indiafightscorona http,Neutral,18.0,2020-05-27,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
